,preload,stiffness,folder,subfolder_i,timestep,date,def_file,config,field_n,field,term,wave,samp,zern
133,800,nominal,SYS_03_(Preload_deformation)\,10,_Timestep_00008,_20231130\,SYS_03_(Preload_deformation)\10_Timestep_00008_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.004165295
134,800,nominal,SYS_03_(Preload_deformation)\,10,_Timestep_00008,_20231130\,SYS_03_(Preload_deformation)\10_Timestep_00008_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.001987732
135,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.482526048
136,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001197149
137,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.003016156
138,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.127001464
139,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.056870014
140,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.134338715
141,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000888485
142,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000241178
143,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.027183692
144,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.00101564
145,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.031605489
146,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.015409803
147,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.006548611
148,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.00485078
149,900,nominal,SYS_03_(Preload_deformation)\,14,_Timestep_00009,_20231130\,SYS_03_(Preload_deformation)\14_Timestep_00009_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.002202235
150,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.520785507
151,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001336948
152,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.002930556
153,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.13909063
154,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.051343786
155,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.134411511
156,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000900975
157,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.00025447
158,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.027449359
159,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000934019
160,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.035032624
161,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.015473698
162,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.005928141
163,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.005329815
164,1000,nominal,SYS_03_(Preload_deformation)\,18,_Timestep_00010,_20231130\,SYS_03_(Preload_deformation)\18_Timestep_00010_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.002346323
165,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.558854471
166,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001422169
167,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.00278851
168,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.151093782
169,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.045906562
170,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.135714682
171,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000923016
172,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000262061
173,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.027634771
174,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000866269
175,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.038442071
176,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.015661246
177,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.005309605
178,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.005769453
179,1100,nominal,SYS_03_(Preload_deformation)\,22,_Timestep_00011,_20231130\,SYS_03_(Preload_deformation)\22_Timestep_00011_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.002395
180,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.596804411
181,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001443505
182,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.002670843
183,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.163049028
184,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.041995128
185,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.139420201
186,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000950596
187,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000264917
188,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.028145685
189,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000825386
190,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.041840993
191,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.016111778
192,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.00486309
193,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.006258189
194,1200,nominal,SYS_03_(Preload_deformation)\,26,_Timestep_00012,_20231130\,SYS_03_(Preload_deformation)\26_Timestep_00012_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.002391359
195,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.634630935
196,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001477685
197,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.002611247
198,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.174957625
199,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.038599312
200,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.142624733
201,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000967336
202,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000274571
203,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.028578295
204,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000990212
205,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.045228317
206,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.016503077
207,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.004474709
208,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.006743105
209,1300,nominal,SYS_03_(Preload_deformation)\,30,_Timestep_00013,_20231130\,SYS_03_(Preload_deformation)\30_Timestep_00013_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.00233762
210,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.67243995
211,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001617376
212,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.002574989
213,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.186859627
214,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.03529329
215,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.146629925
216,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.0009666
217,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000288163
218,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.028639851
219,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000869793
220,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.04861451
221,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.016983041
222,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.004096022
223,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.007271005
224,1400,nominal,SYS_03_(Preload_deformation)\,34,_Timestep_00014,_20231130\,SYS_03_(Preload_deformation)\34_Timestep_00014_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.002186185
225,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.710284657
226,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001656754
227,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.002434351
228,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.198765278
229,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.033572449
230,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.149813989
231,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000962044
232,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000289413
233,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.02837076
234,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000810981
235,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.052000452
236,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.017366053
237,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.003900875
238,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.007731313
239,1500,nominal,SYS_03_(Preload_deformation)\,38,_Timestep_00015,_20231130\,SYS_03_(Preload_deformation)\38_Timestep_00015_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.001952456
240,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.74816029
241,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001562082
242,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.00204829
243,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,4,3,4,-0.210668879
244,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,5,3,4,-0.031289583
245,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,6,3,4,0.152833196
246,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,7,3,4,0.000970038
247,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,8,3,4,0.000278221
248,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,9,3,4,-0.027503348
249,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,10,3,4,0.000791301
250,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,11,3,4,0.055385498
251,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,12,3,4,-0.017728848
252,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,13,3,4,0.003639437
253,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,14,3,4,-0.008096479
254,1600,nominal,SYS_03_(Preload_deformation)\,42,_Timestep_00016,_20231130\,SYS_03_(Preload_deformation)\42_Timestep_00016_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,15,3,4,0.00183868
255,1700,nominal,SYS_03_(Preload_deformation)\,46,_Timestep_00017,_20231130\,SYS_03_(Preload_deformation)\46_Timestep_00017_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,1,3,4,-0.786001927
256,1700,nominal,SYS_03_(Preload_deformation)\,46,_Timestep_00017,_20231130\,SYS_03_(Preload_deformation)\46_Timestep_00017_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,2,3,4,0.001502547
257,1700,nominal,SYS_03_(Preload_deformation)\,46,_Timestep_00017,_20231130\,SYS_03_(Preload_deformation)\46_Timestep_00017_20231130\Surface_00_Deformation.txt,VNIR,1,on-axis,3,3,4,-0.001682362
