,temp,design,hub_material,folder,subfolder_i,timestep,date,def_file,config,field_n,field,wfe
122,18,central hub,Invar,SYS_24_(Static_Structural)\,15,_Timestep_00004,_20240411\,SYS_24_(Static_Structural)\15_Timestep_00004_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.060508081930170536
123,18,central hub,Invar,SYS_24_(Static_Structural)\,15,_Timestep_00004,_20240411\,SYS_24_(Static_Structural)\15_Timestep_00004_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.07206766622312284
124,23,central hub,Invar,SYS_24_(Static_Structural)\,19,_Timestep_00005,_20240411\,SYS_24_(Static_Structural)\19_Timestep_00005_20240411\Surface_00_Deformation.txt,VNIR,1.0,on-axis,0.016132102546164016
125,23,central hub,Invar,SYS_24_(Static_Structural)\,19,_Timestep_00005,_20240411\,SYS_24_(Static_Structural)\19_Timestep_00005_20240411\Surface_00_Deformation.txt,VNIR,2.0,-++corner,0.07719482724047791
126,23,central hub,Invar,SYS_24_(Static_Structural)\,19,_Timestep_00005,_20240411\,SYS_24_(Static_Structural)\19_Timestep_00005_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.060798470625739204
127,23,central hub,Invar,SYS_24_(Static_Structural)\,19,_Timestep_00005,_20240411\,SYS_24_(Static_Structural)\19_Timestep_00005_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.07553486922036859
128,28,central hub,Invar,SYS_24_(Static_Structural)\,23,_Timestep_00006,_20240411\,SYS_24_(Static_Structural)\23_Timestep_00006_20240411\Surface_00_Deformation.txt,VNIR,1.0,on-axis,0.037404653694695034
129,28,central hub,Invar,SYS_24_(Static_Structural)\,23,_Timestep_00006,_20240411\,SYS_24_(Static_Structural)\23_Timestep_00006_20240411\Surface_00_Deformation.txt,VNIR,2.0,-++corner,0.0791418450963401
130,28,central hub,Invar,SYS_24_(Static_Structural)\,23,_Timestep_00006,_20240411\,SYS_24_(Static_Structural)\23_Timestep_00006_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.06275174585381575
131,28,central hub,Invar,SYS_24_(Static_Structural)\,23,_Timestep_00006,_20240411\,SYS_24_(Static_Structural)\23_Timestep_00006_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.08021797860838666
132,33,central hub,Invar,SYS_24_(Static_Structural)\,27,_Timestep_00007,_20240411\,SYS_24_(Static_Structural)\27_Timestep_00007_20240411\Surface_00_Deformation.txt,VNIR,1.0,on-axis,0.06256846465870557
133,33,central hub,Invar,SYS_24_(Static_Structural)\,27,_Timestep_00007,_20240411\,SYS_24_(Static_Structural)\27_Timestep_00007_20240411\Surface_00_Deformation.txt,VNIR,2.0,-++corner,0.0890273628744949
134,33,central hub,Invar,SYS_24_(Static_Structural)\,27,_Timestep_00007,_20240411\,SYS_24_(Static_Structural)\27_Timestep_00007_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.06633206127937236
135,33,central hub,Invar,SYS_24_(Static_Structural)\,27,_Timestep_00007,_20240411\,SYS_24_(Static_Structural)\27_Timestep_00007_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.0860039253113695
136,38,central hub,Invar,SYS_24_(Static_Structural)\,31,_Timestep_00008,_20240411\,SYS_24_(Static_Structural)\31_Timestep_00008_20240411\Surface_00_Deformation.txt,VNIR,1.0,on-axis,0.08889338669504283
137,38,central hub,Invar,SYS_24_(Static_Structural)\,31,_Timestep_00008,_20240411\,SYS_24_(Static_Structural)\31_Timestep_00008_20240411\Surface_00_Deformation.txt,VNIR,2.0,-++corner,0.10507703578710688
138,38,central hub,Invar,SYS_24_(Static_Structural)\,31,_Timestep_00008,_20240411\,SYS_24_(Static_Structural)\31_Timestep_00008_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.07140052082354736
139,38,central hub,Invar,SYS_24_(Static_Structural)\,31,_Timestep_00008,_20240411\,SYS_24_(Static_Structural)\31_Timestep_00008_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.09276783328907517
140,43,central hub,Invar,SYS_24_(Static_Structural)\,35,_Timestep_00009,_20240411\,SYS_24_(Static_Structural)\35_Timestep_00009_20240411\Surface_00_Deformation.txt,VNIR,1.0,on-axis,0.11599454154241562
141,43,central hub,Invar,SYS_24_(Static_Structural)\,35,_Timestep_00009,_20240411\,SYS_24_(Static_Structural)\35_Timestep_00009_20240411\Surface_00_Deformation.txt,VNIR,2.0,-++corner,0.12531542185281114
142,43,central hub,Invar,SYS_24_(Static_Structural)\,35,_Timestep_00009,_20240411\,SYS_24_(Static_Structural)\35_Timestep_00009_20240411\Surface_00_Deformation.txt,SWIR,1.0,on-axis,0.07776229421124072
143,43,central hub,Invar,SYS_24_(Static_Structural)\,35,_Timestep_00009,_20240411\,SYS_24_(Static_Structural)\35_Timestep_00009_20240411\Surface_00_Deformation.txt,SWIR,2.0,-++corner,0.10038535035285381
