,Unnamed: 0,preload,stiffness,folder,subfolder_i,timestep,date,def_file,config,field_n,field,M2_offset_init,M2_offset_final,wfe,term,wave,samp,zern
56,3,300,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,2.0,_Timestep_00003,_20231210\,SYS_20_(Preload_deformation)\02_Timestep_00003_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72055132460036,0.0103922569538291,12.0,3.0,4.0,7.530994372235466e-05
57,3,300,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,2.0,_Timestep_00003,_20231210\,SYS_20_(Preload_deformation)\02_Timestep_00003_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72055132460036,0.0103922569538291,13.0,3.0,4.0,0.0008313469580037748
58,3,300,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,2.0,_Timestep_00003,_20231210\,SYS_20_(Preload_deformation)\02_Timestep_00003_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72055132460036,0.0103922569538291,14.0,3.0,4.0,2.3372314474267515e-05
59,3,300,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,2.0,_Timestep_00003,_20231210\,SYS_20_(Preload_deformation)\02_Timestep_00003_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72055132460036,0.0103922569538291,15.0,3.0,4.0,0.0001458750940298411
60,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,1.0,3.0,4.0,-0.0860392901716858
61,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,2.0,3.0,4.0,0.0006770749244110495
62,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,3.0,3.0,4.0,-0.00171917871767484
63,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,4.0,3.0,4.0,-0.008005926419247151
64,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,5.0,3.0,4.0,-0.0027395661859854676
65,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,6.0,3.0,4.0,0.002179759846345645
66,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,7.0,3.0,4.0,-0.00020393429458739947
67,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,8.0,3.0,4.0,0.00017442193007253937
68,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,9.0,3.0,4.0,-0.00010378189567931327
69,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,10.0,3.0,4.0,-5.465729779310973e-06
70,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,11.0,3.0,4.0,0.005450649309012512
71,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,12.0,3.0,4.0,-0.00038979624700293984
72,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,13.0,3.0,4.0,0.000505918474610223
73,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,14.0,3.0,4.0,-3.0374194964112397e-05
74,4,400,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,3.0,_Timestep_00004,_20231210\,SYS_20_(Preload_deformation)\03_Timestep_00004_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72094376220195,0.011181333312162,15.0,3.0,4.0,0.00010405816882101577
75,5,500,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,4.0,_Timestep_00005,_20231210\,SYS_20_(Preload_deformation)\04_Timestep_00005_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72131408769752,0.0130710383875468,1.0,3.0,4.0,-0.0716001386012924
76,5,500,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,4.0,_Timestep_00005,_20231210\,SYS_20_(Preload_deformation)\04_Timestep_00005_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72131408769752,0.0130710383875468,2.0,3.0,4.0,0.0010058860022248174
77,5,500,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,4.0,_Timestep_00005,_20231210\,SYS_20_(Preload_deformation)\04_Timestep_00005_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72131408769752,0.0130710383875468,3.0,3.0,4.0,-0.002040824416616728
78,5,500,"No M1 Relief, 1/10x Retainer",SYS_20_(Preload_deformation)\,4.0,_Timestep_00005,_20231210\,SYS_20_(Preload_deformation)\04_Timestep_00005_20231210\Surface_00_Deformation.txt,VNIR,1,on-axis,-254.718953550988,-254.72131408769752,0.0130710383875468,4.0,3.0,4.0,-0.00750252105406505
